fid,samp,mass,vv,tlh,tdh,trh,path,t2,tmax,gear,replicate,mod,hi,NJ,may,jun,july,aug,year,time
907,152,0.1,3,3,3,3,3,0,0,0,4,0,0,0,0,0,0,1,0,4
908,152,0.01,3,3,1,0,1,0,0,0,4,0,0,0,0,0,0,1,0,4
909,152,0.001,3,3,1,0,1,0,0,0,4,0,0,0,0,0,0,1,0,4
910,152,0.0001,3,2,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,4
911,152,0.00001,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,4
912,152,0.000001,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,4
913,153,0.1,3,3,3,3,3,1,0,1,1,0,0,0,0,0,0,1,0,4
914,153,0.01,3,3,0,3,3,1,0,1,1,0,0,0,0,0,0,1,0,4
915,153,0.001,3,3,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,4
916,153,0.0001,3,3,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,4
917,153,0.00001,3,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,4
918,153,0.000001,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,4
919,154,0.1,3,3,1,3,3,1,0,1,2,0,0,0,0,0,0,1,0,4
920,154,0.01,3,3,0,2,2,1,0,1,2,0,0,0,0,0,0,1,0,4
921,154,0.001,3,3,0,0,0,1,0,1,2,0,0,0,0,0,0,1,0,4
922,154,0.0001,3,3,0,0,0,1,0,1,2,0,0,0,0,0,0,1,0,4
923,154,0.00001,2,1,0,0,0,1,0,1,2,0,0,0,0,0,0,1,0,4
924,154,0.000001,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,1,0,4
925,155,0.1,3,3,2,3,3,1,0,1,3,0,0,0,0,0,0,1,0,4
926,155,0.01,3,3,0,0,0,1,0,1,3,0,0,0,0,0,0,1,0,4
927,155,0.001,3,3,0,0,0,1,0,1,3,0,0,0,0,0,0,1,0,4
928,155,0.0001,3,3,0,0,0,1,0,1,3,0,0,0,0,0,0,1,0,4
929,155,0.00001,1,0,0,0,0,1,0,1,3,0,0,0,0,0,0,1,0,4
930,155,0.000001,NA,NA,NA,NA,0,1,0,1,3,0,0,0,0,0,0,1,0,4
931,156,0.1,3,3,2,3,3,1,0,1,4,0,0,0,0,0,0,1,0,4
932,156,0.01,3,3,1,1,1,1,0,1,4,0,0,0,0,0,0,1,0,4
933,156,0.001,3,3,0,0,0,1,0,1,4,0,0,0,0,0,0,1,0,4
934,156,0.0001,3,3,0,0,0,1,0,1,4,0,0,0,0,0,0,1,0,4
935,156,0.00001,1,0,0,0,0,1,0,1,4,0,0,0,0,0,0,1,0,4
936,156,0.000001,0,1,0,0,0,1,0,1,4,0,0,0,0,0,0,1,0,4
937,157,0.1,3,3,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,4
938,157,0.01,3,3,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,4
939,157,0.001,3,3,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,4
940,157,0.0001,3,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,4
941,157,0.00001,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,4
942,157,0.000001,NA,NA,NA,NA,0,1,0,0,1,0,0,0,0,0,0,1,0,4
943,158,0.1,3,3,1,1,1,1,0,0,2,0,0,0,0,0,0,1,0,4
944,158,0.01,3,3,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,4
945,158,0.001,3,3,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,4
946,158,0.0001,3,2,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,4
947,158,0.00001,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,4
948,158,0.000001,NA,NA,NA,NA,0,1,0,0,2,0,0,0,0,0,0,1,0,4
949,159,0.1,3,3,3,1,3,1,0,0,3,0,0,0,0,0,0,1,0,4
950,159,0.01,3,3,0,0,0,1,0,0,3,0,0,0,0,0,0,1,0,4
951,159,0.001,3,3,0,0,0,1,0,0,3,0,0,0,0,0,0,1,0,4
952,159,0.0001,3,2,0,0,0,1,0,0,3,0,0,0,0,0,0,1,0,4
953,159,0.00001,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,1,0,4
954,159,0.000001,NA,NA,NA,NA,0,1,0,0,3,0,0,0,0,0,0,1,0,4
955,160,0.1,3,3,3,0,3,1,0,0,4,0,0,0,0,0,0,1,0,4
956,160,0.01,3,3,0,0,0,1,0,0,4,0,0,0,0,0,0,1,0,4
957,160,0.001,3,3,0,0,0,1,0,0,4,0,0,0,0,0,0,1,0,4
958,160,0.0001,3,1,0,0,0,1,0,0,4,0,0,0,0,0,0,1,0,4
959,160,0.00001,2,0,0,0,0,1,0,0,4,0,0,0,0,0,0,1,0,4
960,160,0.000001,NA,NA,NA,NA,0,1,0,0,4,0,0,0,0,0,0,1,0,4
961,161,0.1,3,3,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,4
962,161,0.01,3,3,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,4
963,161,0.001,2,2,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,4
964,161,0.0001,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,4
965,161,0.00001,NA,NA,NA,NA,0,0,0,1,1,1,0,0,0,0,0,1,0,4
966,161,0.000001,NA,NA,NA,NA,0,0,0,1,1,1,0,0,0,0,0,1,0,4
967,162,0.1,3,3,1,0,1,0,0,1,2,1,0,0,0,0,0,1,0,4
968,162,0.01,3,3,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,4
969,162,0.001,2,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,4
970,162,0.0001,NA,NA,NA,NA,0,0,0,1,2,1,0,0,0,0,0,1,0,4
971,162,0.00001,NA,NA,NA,NA,0,0,0,1,2,1,0,0,0,0,0,1,0,4
972,162,0.000001,NA,NA,NA,NA,0,0,0,1,2,1,0,0,0,0,0,1,0,4
973,163,0.1,3,3,0,2,2,0,0,1,3,1,0,0,0,0,0,1,0,4
974,163,0.01,3,3,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,4
975,163,0.001,3,3,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,4
976,163,0.0001,0,3,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,4
977,163,0.00001,0,1,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,4
978,163,0.000001,NA,NA,NA,NA,0,0,0,1,3,1,0,0,0,0,0,1,0,4
979,164,0.1,3,3,2,0,2,0,0,1,4,1,0,0,0,0,0,1,0,4
980,164,0.01,3,3,0,0,0,0,0,1,4,1,0,0,0,0,0,1,0,4
981,164,0.001,3,3,0,0,0,0,0,1,4,1,0,0,0,0,0,1,0,4
982,164,0.0001,3,1,0,0,0,0,0,1,4,1,0,0,0,0,0,1,0,4
983,164,0.00001,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,1,0,4
984,164,0.000001,NA,NA,NA,NA,0,0,0,1,4,1,0,0,0,0,0,1,0,4
985,165,0.1,3,3,0,2,2,0,0,0,1,1,0,0,0,0,0,1,0,4
986,165,0.01,3,3,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,4
987,165,0.001,3,3,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,4
988,165,0.0001,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,4
989,165,0.00001,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,4
990,165,0.000001,NA,NA,NA,NA,0,0,0,0,1,1,0,0,0,0,0,1,0,4
991,166,0.1,3,3,1,2,2,0,0,0,2,1,0,0,0,0,0,1,0,4
992,166,0.01,3,3,0,1,1,0,0,0,2,1,0,0,0,0,0,1,0,4
993,166,0.001,3,3,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,4
994,166,0.0001,2,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,4
995,166,0.00001,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,4
996,166,0.000001,NA,NA,NA,NA,0,0,0,0,2,1,0,0,0,0,0,1,0,4
997,167,0.1,3,3,1,0,1,0,0,0,3,1,0,0,0,0,0,1,0,4
998,167,0.01,3,3,0,2,2,0,0,0,3,1,0,0,0,0,0,1,0,4
999,167,0.001,3,3,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,4
1000,167,0.0001,3,3,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,4
1001,167,0.00001,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,4
1002,167,0.000001,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,4
1003,168,0.1,3,3,1,0,1,0,0,0,4,1,0,0,0,0,0,1,0,4
1004,168,0.01,3,3,0,0,0,0,0,0,4,1,0,0,0,0,0,1,0,4
1005,168,0.001,3,2,0,0,0,0,0,0,4,1,0,0,0,0,0,1,0,4
1006,168,0.0001,0,1,0,0,0,0,0,0,4,1,0,0,0,0,0,1,0,4
1007,168,0.00001,NA,NA,NA,NA,0,0,0,0,4,1,0,0,0,0,0,1,0,4
1008,168,0.000001,NA,NA,NA,NA,0,0,0,0,4,1,0,0,0,0,0,1,0,4
1009,169,0.1,3,3,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,4
1010,169,0.01,3,3,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,4
1011,169,0.001,2,2,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,4
1012,169,0.0001,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,4
1013,169,0.00001,NA,NA,NA,NA,0,1,0,1,1,1,0,0,0,0,0,1,0,4
1014,169,0.000001,NA,NA,NA,NA,0,1,0,1,1,1,0,0,0,0,0,1,0,4
1015,170,0.1,3,3,0,0,0,1,0,1,2,1,0,0,0,0,0,1,0,4
1016,170,0.01,3,3,0,0,0,1,0,1,2,1,0,0,0,0,0,1,0,4
1017,170,0.001,3,3,0,0,0,1,0,1,2,1,0,0,0,0,0,1,0,4
1018,170,0.0001,0,1,0,0,0,1,0,1,2,1,0,0,0,0,0,1,0,4
1019,170,0.00001,NA,NA,NA,NA,0,1,0,1,2,1,0,0,0,0,0,1,0,4
1020,170,0.000001,NA,NA,NA,NA,0,1,0,1,2,1,0,0,0,0,0,1,0,4
1021,171,0.1,3,3,1,0,1,1,0,1,3,1,0,0,0,0,0,1,0,4
1022,171,0.01,3,3,0,1,1,1,0,1,3,1,0,0,0,0,0,1,0,4
1023,171,0.001,1,3,0,0,0,1,0,1,3,1,0,0,0,0,0,1,0,4
1024,171,0.0001,0,1,0,0,0,1,0,1,3,1,0,0,0,0,0,1,0,4
1025,171,0.00001,0,0,0,0,0,1,0,1,3,1,0,0,0,0,0,1,0,4
1026,171,0.000001,NA,NA,NA,NA,0,1,0,1,3,1,0,0,0,0,0,1,0,4
1027,172,0.1,3,3,0,0,0,1,0,1,4,1,0,0,0,0,0,1,0,4
1028,172,0.01,3,3,0,0,0,1,0,1,4,1,0,0,0,0,0,1,0,4
1029,172,0.001,3,1,0,0,0,1,0,1,4,1,0,0,0,0,0,1,0,4
1030,172,0.0001,1,0,0,0,0,1,0,1,4,1,0,0,0,0,0,1,0,4
1031,172,0.00001,0,0,0,0,0,1,0,1,4,1,0,0,0,0,0,1,0,4
1032,172,0.000001,NA,NA,NA,NA,0,1,0,1,4,1,0,0,0,0,0,1,0,4
1033,173,0.1,0,3,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,4
1034,173,0.01,3,3,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,4
1035,173,0.001,2,2,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,4
1036,173,0.0001,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,4
1037,173,0.00001,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,4
1038,173,0.000001,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,4
1039,174,0.1,3,3,0,0,0,1,0,0,2,1,0,0,0,0,0,1,0,4
1040,174,0.01,3,3,0,0,0,1,0,0,2,1,0,0,0,0,0,1,0,4
1041,174,0.001,3,2,0,0,0,1,0,0,2,1,0,0,0,0,0,1,0,4
1042,174,0.0001,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,1,0,4
1043,174,0.00001,NA,NA,NA,NA,0,1,0,0,2,1,0,0,0,0,0,1,0,4
1044,174,0.000001,NA,NA,NA,NA,0,1,0,0,2,1,0,0,0,0,0,1,0,4
1045,175,0.1,3,3,0,1,1,1,0,0,3,1,0,0,0,0,0,1,0,4
1046,175,0.01,3,3,0,0,0,1,0,0,3,1,0,0,0,0,0,1,0,4
1047,175,0.001,3,3,0,1,1,1,0,0,3,1,0,0,0,0,0,1,0,4
1048,175,0.0001,0,1,0,0,0,1,0,0,3,1,0,0,0,0,0,1,0,4
1049,175,0.00001,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,1,0,4
1050,175,0.000001,NA,NA,NA,NA,0,1,0,0,3,1,0,0,0,0,0,1,0,4
1051,176,0.1,3,3,1,0,1,1,0,0,4,1,0,0,0,0,0,1,0,4
1052,176,0.01,3,3,0,0,0,1,0,0,4,1,0,0,0,0,0,1,0,4
1053,176,0.001,3,3,0,0,0,1,0,0,4,1,0,0,0,0,0,1,0,4
1054,176,0.0001,2,2,0,0,0,1,0,0,4,1,0,0,0,0,0,1,0,4
1055,176,0.00001,NA,NA,NA,NA,0,1,0,0,4,1,0,0,0,0,0,1,0,4
1056,176,0.000001,NA,NA,NA,NA,0,1,0,0,4,1,0,0,0,0,0,1,0,4
1057,177,0.1,0,3,2,0,2,0,0,1,1,0,1,0,0,0,0,1,0,4
1058,177,0.01,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,4
1059,177,0.001,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,4
1060,177,0.0001,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,4
1061,177,0.00001,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,4
1062,177,0.000001,NA,NA,NA,NA,0,0,0,1,1,0,1,0,0,0,0,1,0,4
1063,178,0.1,0,3,0,0,0,0,0,1,2,0,1,0,0,0,0,1,0,4
1064,178,0.01,0,3,0,0,0,0,0,1,2,0,1,0,0,0,0,1,0,4
1065,178,0.001,0,1,0,0,0,0,0,1,2,0,1,0,0,0,0,1,0,4
1066,178,0.0001,0,1,0,0,0,0,0,1,2,0,1,0,0,0,0,1,0,4
1067,178,0.00001,0,1,0,0,0,0,0,1,2,0,1,0,0,0,0,1,0,4
1068,178,0.000001,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,1,0,4
1069,179,0.1,0,3,0,0,0,0,0,1,3,0,1,0,0,0,0,1,0,4
1070,179,0.01,0,1,0,0,0,0,0,1,3,0,1,0,0,0,0,1,0,4
1071,179,0.001,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,1,0,4
1072,179,0.0001,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,1,0,4
1073,179,0.00001,NA,NA,NA,NA,0,0,0,1,3,0,1,0,0,0,0,1,0,4
1074,179,0.000001,NA,NA,NA,NA,0,0,0,1,3,0,1,0,0,0,0,1,0,4
1075,180,0.1,0,3,0,0,0,0,0,1,4,0,1,0,0,0,0,1,0,4
1076,180,0.01,0,1,0,0,0,0,0,1,4,0,1,0,0,0,0,1,0,4
1077,180,0.001,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,1,0,4
1078,180,0.0001,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,1,0,4
1079,180,0.00001,NA,NA,NA,NA,0,0,0,1,4,0,1,0,0,0,0,1,0,4
1080,180,0.000001,NA,NA,NA,NA,0,0,0,1,4,0,1,0,0,0,0,1,0,4
1081,181,0.1,1,3,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,4
1082,181,0.01,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,4
1083,181,0.001,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,4
1084,181,0.0001,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,4
1085,181,0.00001,NA,NA,NA,NA,0,0,0,0,1,0,1,0,0,0,0,1,0,4
1086,181,0.000001,NA,NA,NA,NA,0,0,0,0,1,0,1,0,0,0,0,1,0,4
1087,182,0.1,1,3,1,2,2,0,0,0,2,0,1,0,0,0,0,1,0,4
1088,182,0.01,0,3,0,1,1,0,0,0,2,0,1,0,0,0,0,1,0,4
1089,182,0.001,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,4
1090,182,0.0001,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,4
1091,182,0.00001,NA,NA,NA,NA,0,0,0,0,2,0,1,0,0,0,0,1,0,4
1092,182,0.000001,NA,NA,NA,NA,0,0,0,0,2,0,1,0,0,0,0,1,0,4
1093,183,0.1,1,3,0,1,1,0,0,0,3,0,1,0,0,0,0,1,0,4
1094,183,0.01,0,2,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,4
1095,183,0.001,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,4
1096,183,0.0001,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,4
1097,183,0.00001,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,4
1098,183,0.000001,NA,NA,NA,NA,0,0,0,0,3,0,1,0,0,0,0,1,0,4
1099,184,0.1,0,3,1,2,2,0,0,0,4,0,1,0,0,0,0,1,0,4
1100,184,0.01,0,3,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,4
1101,184,0.001,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,4
1102,184,0.0001,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,4
1103,184,0.00001,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,4
1104,184,0.000001,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,4
1105,185,0.1,0,3,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,4
1106,185,0.01,0,3,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,4
1107,185,0.001,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,4
1108,185,0.0001,NA,NA,NA,NA,0,1,0,1,1,0,1,0,0,0,0,1,0,4
1109,185,0.00001,NA,NA,NA,NA,0,1,0,1,1,0,1,0,0,0,0,1,0,4
1110,185,0.000001,NA,NA,NA,NA,0,1,0,1,1,0,1,0,0,0,0,1,0,4
1111,186,0.1,0,0,0,0,0,1,0,1,2,0,1,0,0,0,0,1,0,4
1112,186,0.01,0,2,0,0,0,1,0,1,2,0,1,0,0,0,0,1,0,4
1113,186,0.001,0,0,0,0,0,1,0,1,2,0,1,0,0,0,0,1,0,4
1114,186,0.0001,0,0,0,0,0,1,0,1,2,0,1,0,0,0,0,1,0,4
1115,186,0.00001,0,0,0,0,0,1,0,1,2,0,1,0,0,0,0,1,0,4
1116,186,0.000001,0,0,0,0,0,1,0,1,2,0,1,0,0,0,0,1,0,4
1117,187,0.1,0,3,0,0,0,1,0,1,3,0,1,0,0,0,0,1,0,4
1118,187,0.01,0,3,0,0,0,1,0,1,3,0,1,0,0,0,0,1,0,4
1119,187,0.001,0,0,0,0,0,1,0,1,3,0,1,0,0,0,0,1,0,4
1120,187,0.0001,0,0,0,0,0,1,0,1,3,0,1,0,0,0,0,1,0,4
1121,187,0.00001,0,0,0,0,0,1,0,1,3,0,1,0,0,0,0,1,0,4
1122,187,0.000001,0,0,0,0,0,1,0,1,3,0,1,0,0,0,0,1,0,4
1123,188,0.1,0,3,0,0,0,1,0,1,4,0,1,0,0,0,0,1,0,4
1124,188,0.01,0,3,0,0,0,1,0,1,4,0,1,0,0,0,0,1,0,4
1125,188,0.001,0,0,0,0,0,1,0,1,4,0,1,0,0,0,0,1,0,4
1126,188,0.0001,0,0,0,0,0,1,0,1,4,0,1,0,0,0,0,1,0,4
1127,188,0.00001,0,0,0,0,0,1,0,1,4,0,1,0,0,0,0,1,0,4
1128,188,0.000001,NA,NA,NA,NA,0,1,0,1,4,0,1,0,0,0,0,1,0,4
1129,189,0.1,0,3,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,4
1130,189,0.01,0,3,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,4
1131,189,0.001,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,4
1132,189,0.0001,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,4
1133,189,0.00001,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,4
1134,189,0.000001,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,4
1135,190,0.1,0,3,1,1,1,1,0,0,2,0,1,0,0,0,0,1,0,4
1136,190,0.01,0,3,0,0,0,1,0,0,2,0,1,0,0,0,0,1,0,4
1137,190,0.001,0,1,0,0,0,1,0,0,2,0,1,0,0,0,0,1,0,4
1138,190,0.0001,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,1,0,4
1139,190,0.00001,NA,NA,NA,NA,0,1,0,0,2,0,1,0,0,0,0,1,0,4
1140,190,0.000001,NA,NA,NA,NA,0,1,0,0,2,0,1,0,0,0,0,1,0,4
1141,191,0.1,0,3,1,1,1,1,0,0,3,0,1,0,0,0,0,1,0,4
1142,191,0.01,0,3,0,0,0,1,0,0,3,0,1,0,0,0,0,1,0,4
1143,191,0.001,0,1,0,0,0,1,0,0,3,0,1,0,0,0,0,1,0,4
1144,191,0.0001,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,1,0,4
1145,191,0.00001,NA,NA,NA,NA,0,1,0,0,3,0,1,0,0,0,0,1,0,4
1146,191,0.000001,NA,NA,NA,NA,0,1,0,0,3,0,1,0,0,0,0,1,0,4
1147,192,0.1,0,3,2,3,3,1,0,0,4,0,1,0,0,0,0,1,0,4
1148,192,0.01,0,3,0,0,0,1,0,0,4,0,1,0,0,0,0,1,0,4
1149,192,0.001,0,1,0,0,0,1,0,0,4,0,1,0,0,0,0,1,0,4
1150,192,0.0001,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,1,0,4
1151,192,0.00001,NA,NA,NA,NA,0,1,0,0,4,0,1,0,0,0,0,1,0,4
1152,192,0.000001,NA,NA,NA,NA,0,1,0,0,4,0,1,0,0,0,0,1,0,4
1153,193,0.1,3,3,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,5
1154,193,0.01,3,3,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5
1155,193,0.001,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5
1156,193,0.0001,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5
1157,193,0.00001,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5
1158,193,0.000001,NA,NA,NA,NA,0,0,0,1,1,0,0,0,0,0,0,0,0,5
1159,194,0.1,3,3,2,3,3,0,0,1,2,0,0,0,0,0,0,0,0,5
1160,194,0.01,3,3,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,5
1161,194,0.001,3,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,5
1162,194,0.0001,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,5
1163,194,0.00001,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,5
1164,194,0.000001,NA,NA,NA,NA,0,0,0,1,2,0,0,0,0,0,0,0,0,5
1165,195,0.1,3,3,0,3,3,0,0,1,3,0,0,0,0,0,0,0,0,5
1166,195,0.01,3,3,0,1,1,0,0,1,3,0,0,0,0,0,0,0,0,5
1167,195,0.001,3,3,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,5
1168,195,0.0001,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,5
1169,195,0.00001,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,5
1170,195,0.000001,NA,NA,NA,NA,0,0,0,1,3,0,0,0,0,0,0,0,0,5
1171,196,0.1,3,3,0,3,3,0,0,1,4,0,0,0,0,0,0,0,0,5
1172,196,0.01,3,3,0,1,1,0,0,1,4,0,0,0,0,0,0,0,0,5
1173,196,0.001,3,2,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,5
1174,196,0.0001,2,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,5
1175,196,0.00001,NA,NA,NA,NA,0,0,0,1,4,0,0,0,0,0,0,0,0,5
1176,196,0.000001,NA,NA,NA,NA,0,0,0,1,4,0,0,0,0,0,0,0,0,5
1177,197,0.1,3,3,1,3,3,0,0,0,1,0,0,0,0,0,0,0,0,5
1178,197,0.01,3,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,5
1179,197,0.001,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5
1180,197,0.0001,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5
1181,197,0.00001,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,5
1182,197,0.000001,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,5
1183,198,0.1,3,3,0,3,3,0,0,0,2,0,0,0,0,0,0,0,0,5
1184,198,0.01,3,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5
1185,198,0.001,3,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5
1186,198,0.0001,NA,NA,NA,NA,0,0,0,0,2,0,0,0,0,0,0,0,0,5
1187,198,0.00001,NA,NA,NA,NA,0,0,0,0,2,0,0,0,0,0,0,0,0,5
1188,198,0.000001,NA,NA,NA,NA,0,0,0,0,2,0,0,0,0,0,0,0,0,5
1189,199,0.1,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5
1190,199,0.01,3,3,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,5
1191,199,0.001,2,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5
1192,199,0.0001,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5
1193,199,0.00001,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5
1194,199,0.000001,NA,NA,NA,NA,0,0,0,0,3,0,0,0,0,0,0,0,0,5
1195,200,0.1,3,3,0,2,2,0,0,0,4,0,0,0,0,0,0,0,0,5
1196,200,0.01,3,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5
1197,200,0.001,3,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5
1198,200,0.0001,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5
1199,200,0.00001,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5
1200,200,0.000001,NA,NA,NA,NA,0,0,0,0,4,0,0,0,0,0,0,0,0,5
1201,201,0.1,3,3,0,3,3,1,0,1,1,0,0,0,0,0,0,0,0,5
1202,201,0.01,3,3,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,5
1203,201,0.001,3,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,5
1204,201,0.0001,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,5
1205,201,0.00001,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,5
1206,201,0.000001,NA,NA,NA,NA,0,1,0,1,1,0,0,0,0,0,0,0,0,5
1207,202,0.1,3,3,3,3,3,1,0,1,2,0,0,0,0,0,0,0,0,5
1208,202,0.01,3,3,1,2,2,1,0,1,2,0,0,0,0,0,0,0,0,5
1209,202,0.001,3,3,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,5
