fid,month,year,site,water,mass,turb,vvha,pilf,tlh,tdh,trh,path,temp,sal,water.vvha,vvha.pre,water.plif,pilf.pre,water.tlh,tlh.pre,water.path,path.pre
27,6,2012,1,7,1.0E-05,0,0,NA,0,0,0,0,23,15,NA,NA,NA,NA,NA,NA,NA,NA
27,6,2012,1,7,1.0E-06,0,0,NA,0,0,0,0,23,15,NA,NA,NA,NA,NA,NA,NA,NA
27,6,2012,1,7,1.0E-07,0,0,NA,0,0,0,0,23,15,NA,NA,NA,NA,NA,NA,NA,NA
28,6,2012,1,7,1.0E-01,3,3,NA,3,0,0,0,23,15,NA,NA,NA,NA,NA,NA,NA,NA
28,6,2012,1,7,1.0E-02,3,3,NA,3,0,0,0,23,15,NA,NA,NA,NA,NA,NA,NA,NA
28,6,2012,1,7,1.0E-03,3,3,NA,2,0,0,0,23,15,NA,NA,NA,NA,NA,NA,NA,NA
28,6,2012,1,7,1.0E-04,3,3,NA,1,0,0,0,23,15,NA,NA,NA,NA,NA,NA,NA,NA
28,6,2012,1,7,1.0E-05,2,1,NA,0,0,0,0,23,15,NA,NA,NA,NA,NA,NA,NA,NA
28,6,2012,1,7,1.0E-06,0,0,NA,0,0,0,0,23,15,NA,NA,NA,NA,NA,NA,NA,NA
28,6,2012,1,7,1.0E-07,0,0,NA,0,0,0,0,23,15,NA,NA,NA,NA,NA,NA,NA,NA
29,6,2012,2,8,1.0E-01,3,3,NA,3,3,3,3,26,22,NA,NA,NA,NA,NA,NA,NA,NA
29,6,2012,2,8,1.0E-02,3,3,NA,3,1,1,1,26,22,NA,NA,NA,NA,NA,NA,NA,NA
29,6,2012,2,8,1.0E-03,3,3,NA,3,0,0,0,26,22,NA,NA,NA,NA,NA,NA,NA,NA
29,6,2012,2,8,1.0E-04,3,2,NA,2,0,0,0,26,22,NA,NA,NA,NA,NA,NA,NA,NA
29,6,2012,2,8,1.0E-05,0,0,NA,0,0,0,0,26,22,NA,NA,NA,NA,NA,NA,NA,NA
29,6,2012,2,8,1.0E-06,0,0,NA,0,0,0,0,26,22,NA,NA,NA,NA,NA,NA,NA,NA
29,6,2012,2,8,1.0E-07,0,0,NA,0,0,0,0,26,22,NA,NA,NA,NA,NA,NA,NA,NA
30,6,2012,2,8,1.0E-01,3,3,NA,3,3,3,3,26,22,NA,NA,NA,NA,NA,NA,NA,NA
30,6,2012,2,8,1.0E-02,3,3,NA,3,1,2,2,26,22,NA,NA,NA,NA,NA,NA,NA,NA
30,6,2012,2,8,1.0E-03,3,3,NA,3,0,0,0,26,22,NA,NA,NA,NA,NA,NA,NA,NA
30,6,2012,2,8,1.0E-04,3,2,NA,1,0,0,0,26,22,NA,NA,NA,NA,NA,NA,NA,NA
30,6,2012,2,8,1.0E-05,0,0,NA,0,0,0,0,26,22,NA,NA,NA,NA,NA,NA,NA,NA
30,6,2012,2,8,1.0E-06,0,0,NA,0,0,0,0,26,22,NA,NA,NA,NA,NA,NA,NA,NA
30,6,2012,2,8,1.0E-07,0,0,NA,0,0,0,0,26,22,NA,NA,NA,NA,NA,NA,NA,NA
31,6,2012,2,8,1.0E-01,3,3,NA,3,2,3,3,26,22,NA,NA,NA,NA,NA,NA,NA,NA
31,6,2012,2,8,1.0E-02,3,3,NA,3,1,1,1,26,22,NA,NA,NA,NA,NA,NA,NA,NA
31,6,2012,2,8,1.0E-03,3,3,NA,3,0,0,0,26,22,NA,NA,NA,NA,NA,NA,NA,NA
31,6,2012,2,8,1.0E-04,3,1,NA,1,0,0,0,26,22,NA,NA,NA,NA,NA,NA,NA,NA
31,6,2012,2,8,1.0E-05,1,0,NA,0,0,0,0,26,22,NA,NA,NA,NA,NA,NA,NA,NA
31,6,2012,2,8,1.0E-06,0,0,NA,0,0,0,0,26,22,NA,NA,NA,NA,NA,NA,NA,NA
31,6,2012,2,8,1.0E-07,0,0,NA,0,0,0,0,26,22,NA,NA,NA,NA,NA,NA,NA,NA
32,6,2012,2,8,1.0E-01,3,3,NA,3,3,3,3,26,22,NA,NA,NA,NA,NA,NA,NA,NA
32,6,2012,2,8,1.0E-02,3,3,NA,3,0,0,0,26,22,NA,NA,NA,NA,NA,NA,NA,NA
32,6,2012,2,8,1.0E-03,3,3,NA,3,0,0,0,26,22,NA,NA,NA,NA,NA,NA,NA,NA
32,6,2012,2,8,1.0E-04,3,1,NA,1,0,0,0,26,22,NA,NA,NA,NA,NA,NA,NA,NA
32,6,2012,2,8,1.0E-05,1,0,NA,0,0,0,0,26,22,NA,NA,NA,NA,NA,NA,NA,NA
32,6,2012,2,8,1.0E-06,0,0,NA,0,0,0,0,26,22,NA,NA,NA,NA,NA,NA,NA,NA
32,6,2012,2,8,1.0E-07,0,0,NA,0,0,0,0,26,22,NA,NA,NA,NA,NA,NA,NA,NA
33,6,2012,3,9,1.0E-01,3,3,NA,3,1,3,3,26,22,NA,NA,NA,NA,NA,NA,NA,NA
33,6,2012,3,9,1.0E-02,3,3,NA,3,0,1,1,26,22,NA,NA,NA,NA,NA,NA,NA,NA
33,6,2012,3,9,1.0E-03,3,3,NA,3,0,0,0,26,22,NA,NA,NA,NA,NA,NA,NA,NA
33,6,2012,3,9,1.0E-04,3,2,NA,0,0,0,0,26,22,NA,NA,NA,NA,NA,NA,NA,NA
33,6,2012,3,9,1.0E-05,2,0,NA,1,0,0,0,26,22,NA,NA,NA,NA,NA,NA,NA,NA
33,6,2012,3,9,1.0E-06,0,0,NA,0,0,0,0,26,22,NA,NA,NA,NA,NA,NA,NA,NA
33,6,2012,3,9,1.0E-07,0,0,NA,0,0,0,0,26,22,NA,NA,NA,NA,NA,NA,NA,NA
34,6,2012,3,9,1.0E-01,3,3,NA,3,0,1,1,26,22,NA,NA,NA,NA,NA,NA,NA,NA
34,6,2012,3,9,1.0E-02,3,3,NA,3,0,0,0,26,22,NA,NA,NA,NA,NA,NA,NA,NA
34,6,2012,3,9,1.0E-03,3,3,NA,3,0,0,0,26,22,NA,NA,NA,NA,NA,NA,NA,NA
34,6,2012,3,9,1.0E-04,3,3,NA,0,0,0,0,26,22,NA,NA,NA,NA,NA,NA,NA,NA
34,6,2012,3,9,1.0E-05,1,1,NA,0,0,0,0,26,22,NA,NA,NA,NA,NA,NA,NA,NA
34,6,2012,3,9,1.0E-06,0,0,NA,0,0,0,0,26,22,NA,NA,NA,NA,NA,NA,NA,NA
34,6,2012,3,9,1.0E-07,0,0,NA,0,0,0,0,26,22,NA,NA,NA,NA,NA,NA,NA,NA
35,6,2012,3,9,1.0E-01,3,3,NA,3,1,1,1,26,22,NA,NA,NA,NA,NA,NA,NA,NA
35,6,2012,3,9,1.0E-02,3,3,NA,3,0,0,0,26,22,NA,NA,NA,NA,NA,NA,NA,NA
35,6,2012,3,9,1.0E-03,3,2,NA,0,0,0,0,26,22,NA,NA,NA,NA,NA,NA,NA,NA
35,6,2012,3,9,1.0E-04,1,1,NA,0,0,0,0,26,22,NA,NA,NA,NA,NA,NA,NA,NA
35,6,2012,3,9,1.0E-05,0,0,NA,0,0,0,0,26,22,NA,NA,NA,NA,NA,NA,NA,NA
35,6,2012,3,9,1.0E-06,0,0,NA,0,0,0,0,26,22,NA,NA,NA,NA,NA,NA,NA,NA
35,6,2012,3,9,1.0E-07,0,0,NA,0,0,0,0,26,22,NA,NA,NA,NA,NA,NA,NA,NA
36,6,2012,3,9,1.0E-01,3,3,NA,3,1,1,1,26,22,NA,NA,NA,NA,NA,NA,NA,NA
36,6,2012,3,9,1.0E-02,3,3,NA,3,1,1,1,26,22,NA,NA,NA,NA,NA,NA,NA,NA
36,6,2012,3,9,1.0E-03,3,3,NA,0,0,0,0,26,22,NA,NA,NA,NA,NA,NA,NA,NA
36,6,2012,3,9,1.0E-04,0,0,NA,1,0,0,0,26,22,NA,NA,NA,NA,NA,NA,NA,NA
36,6,2012,3,9,1.0E-05,0,0,NA,0,0,0,0,26,22,NA,NA,NA,NA,NA,NA,NA,NA
36,6,2012,3,9,1.0E-06,0,0,NA,0,0,0,0,26,22,NA,NA,NA,NA,NA,NA,NA,NA
36,6,2012,3,9,1.0E-07,0,0,NA,0,0,0,0,26,22,NA,NA,NA,NA,NA,NA,NA,NA
37,7,2012,1,10,1.0E-01,3,3,3,3,0,1,1,28,15,NA,NA,NA,NA,NA,NA,NA,NA
37,7,2012,1,10,1.0E-02,3,3,3,3,0,0,0,28,15,NA,NA,NA,NA,NA,NA,NA,NA
37,7,2012,1,10,1.0E-03,3,3,3,3,0,0,0,28,15,NA,NA,NA,NA,NA,NA,NA,NA
37,7,2012,1,10,1.0E-04,3,3,2,2,0,0,0,28,15,NA,NA,NA,NA,NA,NA,NA,NA
37,7,2012,1,10,1.0E-05,3,1,0,1,0,0,0,28,15,NA,NA,NA,NA,NA,NA,NA,NA
37,7,2012,1,10,1.0E-06,0,0,0,0,0,0,0,28,15,NA,NA,NA,NA,NA,NA,NA,NA
37,7,2012,1,10,1.0E-07,0,0,0,0,0,0,0,28,15,NA,NA,NA,NA,NA,NA,NA,NA
38,7,2012,1,10,1.0E-01,3,3,3,3,0,0,0,28,15,NA,NA,NA,NA,NA,NA,NA,NA
38,7,2012,1,10,1.0E-02,3,3,3,3,0,0,0,28,15,NA,NA,NA,NA,NA,NA,NA,NA
38,7,2012,1,10,1.0E-03,3,3,3,3,0,0,0,28,15,NA,NA,NA,NA,NA,NA,NA,NA
38,7,2012,1,10,1.0E-04,3,3,0,1,0,0,0,28,15,NA,NA,NA,NA,NA,NA,NA,NA
38,7,2012,1,10,1.0E-05,2,0,0,1,0,0,0,28,15,NA,NA,NA,NA,NA,NA,NA,NA
38,7,2012,1,10,1.0E-06,1,0,1,0,0,0,0,28,15,NA,NA,NA,NA,NA,NA,NA,NA
38,7,2012,1,10,1.0E-07,0,0,0,0,0,0,0,28,15,NA,NA,NA,NA,NA,NA,NA,NA
39,7,2012,1,10,1.0E-01,3,3,3,3,0,0,0,28,15,NA,NA,NA,NA,NA,NA,NA,NA
39,7,2012,1,10,1.0E-02,3,3,3,3,0,0,0,28,15,NA,NA,NA,NA,NA,NA,NA,NA
39,7,2012,1,10,1.0E-03,3,3,3,3,0,0,0,28,15,NA,NA,NA,NA,NA,NA,NA,NA
39,7,2012,1,10,1.0E-04,3,3,1,1,0,0,0,28,15,NA,NA,NA,NA,NA,NA,NA,NA
39,7,2012,1,10,1.0E-05,3,2,0,0,0,0,0,28,15,NA,NA,NA,NA,NA,NA,NA,NA
39,7,2012,1,10,1.0E-06,1,1,0,0,0,0,0,28,15,NA,NA,NA,NA,NA,NA,NA,NA
39,7,2012,1,10,1.0E-07,1,1,0,0,0,0,0,28,15,NA,NA,NA,NA,NA,NA,NA,NA
40,7,2012,1,10,1.0E-01,3,3,3,3,0,0,0,28,15,NA,NA,NA,NA,NA,NA,NA,NA
40,7,2012,1,10,1.0E-02,3,3,3,3,0,0,0,28,15,NA,NA,NA,NA,NA,NA,NA,NA
40,7,2012,1,10,1.0E-03,3,3,3,3,0,1,1,28,15,NA,NA,NA,NA,NA,NA,NA,NA
40,7,2012,1,10,1.0E-04,3,3,0,0,0,0,0,28,15,NA,NA,NA,NA,NA,NA,NA,NA
40,7,2012,1,10,1.0E-05,1,0,0,0,0,0,0,28,15,NA,NA,NA,NA,NA,NA,NA,NA
40,7,2012,1,10,1.0E-06,1,0,0,0,0,0,0,28,15,NA,NA,NA,NA,NA,NA,NA,NA
40,7,2012,1,10,1.0E-07,0,0,0,0,0,0,0,28,15,NA,NA,NA,NA,NA,NA,NA,NA
41,7,2012,2,11,1.0E-01,3,3,3,3,1,2,2,29,24,NA,NA,NA,NA,NA,NA,NA,NA
41,7,2012,2,11,1.0E-02,3,3,3,3,0,0,0,29,24,NA,NA,NA,NA,NA,NA,NA,NA
41,7,2012,2,11,1.0E-03,3,3,3,3,0,0,0,29,24,NA,NA,NA,NA,NA,NA,NA,NA
41,7,2012,2,11,1.0E-04,3,1,1,3,0,0,0,29,24,NA,NA,NA,NA,NA,NA,NA,NA
41,7,2012,2,11,1.0E-05,3,0,0,3,0,0,0,29,24,NA,NA,NA,NA,NA,NA,NA,NA
41,7,2012,2,11,1.0E-06,0,0,0,0,0,0,0,29,24,NA,NA,NA,NA,NA,NA,NA,NA
41,7,2012,2,11,1.0E-07,0,0,0,0,0,0,0,29,24,NA,NA,NA,NA,NA,NA,NA,NA
42,7,2012,2,11,1.0E-01,3,3,3,3,0,1,1,29,24,NA,NA,NA,NA,NA,NA,NA,NA
42,7,2012,2,11,1.0E-02,3,3,3,3,0,1,1,29,24,NA,NA,NA,NA,NA,NA,NA,NA
42,7,2012,2,11,1.0E-03,3,3,2,3,0,0,0,29,24,NA,NA,NA,NA,NA,NA,NA,NA
42,7,2012,2,11,1.0E-04,3,2,2,3,0,0,0,29,24,NA,NA,NA,NA,NA,NA,NA,NA
42,7,2012,2,11,1.0E-05,1,0,0,0,0,0,0,29,24,NA,NA,NA,NA,NA,NA,NA,NA
42,7,2012,2,11,1.0E-06,0,0,0,0,0,0,0,29,24,NA,NA,NA,NA,NA,NA,NA,NA
42,7,2012,2,11,1.0E-07,0,0,0,0,0,0,0,29,24,NA,NA,NA,NA,NA,NA,NA,NA
43,7,2012,2,11,1.0E-01,3,3,3,3,0,3,3,29,24,NA,NA,NA,NA,NA,NA,NA,NA
43,7,2012,2,11,1.0E-02,3,3,3,3,2,2,2,29,24,NA,NA,NA,NA,NA,NA,NA,NA
43,7,2012,2,11,1.0E-03,3,3,3,3,1,0,1,29,24,NA,NA,NA,NA,NA,NA,NA,NA
43,7,2012,2,11,1.0E-04,3,3,3,3,0,0,0,29,24,NA,NA,NA,NA,NA,NA,NA,NA
43,7,2012,2,11,1.0E-05,3,1,0,3,0,0,0,29,24,NA,NA,NA,NA,NA,NA,NA,NA
43,7,2012,2,11,1.0E-06,1,0,0,0,0,0,0,29,24,NA,NA,NA,NA,NA,NA,NA,NA
43,7,2012,2,11,1.0E-07,0,0,0,0,0,0,0,29,24,NA,NA,NA,NA,NA,NA,NA,NA
44,7,2012,2,11,1.0E-01,3,3,3,3,0,0,0,29,24,NA,NA,NA,NA,NA,NA,NA,NA
44,7,2012,2,11,1.0E-02,3,3,3,3,0,0,0,29,24,NA,NA,NA,NA,NA,NA,NA,NA
44,7,2012,2,11,1.0E-03,3,3,3,3,0,0,0,29,24,NA,NA,NA,NA,NA,NA,NA,NA
44,7,2012,2,11,1.0E-04,3,2,1,3,0,0,0,29,24,NA,NA,NA,NA,NA,NA,NA,NA
44,7,2012,2,11,1.0E-05,3,0,0,2,0,0,0,29,24,NA,NA,NA,NA,NA,NA,NA,NA
44,7,2012,2,11,1.0E-06,0,0,0,0,0,0,0,29,24,NA,NA,NA,NA,NA,NA,NA,NA
44,7,2012,2,11,1.0E-07,0,0,0,0,0,0,0,29,24,NA,NA,NA,NA,NA,NA,NA,NA
45,7,2012,3,12,1.0E-01,3,3,3,3,0,1,1,29,23,NA,NA,NA,NA,NA,NA,NA,NA
45,7,2012,3,12,1.0E-02,3,3,3,3,0,0,0,29,23,NA,NA,NA,NA,NA,NA,NA,NA
45,7,2012,3,12,1.0E-03,3,3,0,3,0,0,0,29,23,NA,NA,NA,NA,NA,NA,NA,NA
45,7,2012,3,12,1.0E-04,2,1,0,1,0,0,0,29,23,NA,NA,NA,NA,NA,NA,NA,NA
45,7,2012,3,12,1.0E-05,1,0,0,0,0,0,0,29,23,NA,NA,NA,NA,NA,NA,NA,NA
45,7,2012,3,12,1.0E-06,0,0,0,0,0,0,0,29,23,NA,NA,NA,NA,NA,NA,NA,NA
45,7,2012,3,12,1.0E-07,0,0,0,0,0,0,0,29,23,NA,NA,NA,NA,NA,NA,NA,NA
46,7,2012,3,12,1.0E-01,3,3,3,3,0,2,2,29,23,NA,NA,NA,NA,NA,NA,NA,NA
46,7,2012,3,12,1.0E-02,3,3,2,3,0,0,0,29,23,NA,NA,NA,NA,NA,NA,NA,NA
46,7,2012,3,12,1.0E-03,3,3,0,2,0,0,0,29,23,NA,NA,NA,NA,NA,NA,NA,NA
46,7,2012,3,12,1.0E-04,2,0,0,1,0,0,0,29,23,NA,NA,NA,NA,NA,NA,NA,NA
46,7,2012,3,12,1.0E-05,2,1,0,0,0,0,0,29,23,NA,NA,NA,NA,NA,NA,NA,NA
46,7,2012,3,12,1.0E-06,0,0,0,0,0,0,0,29,23,NA,NA,NA,NA,NA,NA,NA,NA
46,7,2012,3,12,1.0E-07,0,0,0,0,0,0,0,29,23,NA,NA,NA,NA,NA,NA,NA,NA
47,7,2012,3,12,1.0E-01,3,3,3,3,1,1,1,29,23,NA,NA,NA,NA,NA,NA,NA,NA
47,7,2012,3,12,1.0E-02,3,3,3,3,0,0,0,29,23,NA,NA,NA,NA,NA,NA,NA,NA
47,7,2012,3,12,1.0E-03,3,3,1,3,0,0,0,29,23,NA,NA,NA,NA,NA,NA,NA,NA
47,7,2012,3,12,1.0E-04,3,0,0,1,0,0,0,29,23,NA,NA,NA,NA,NA,NA,NA,NA
47,7,2012,3,12,1.0E-05,0,0,0,0,0,0,0,29,23,NA,NA,NA,NA,NA,NA,NA,NA
47,7,2012,3,12,1.0E-06,0,0,0,0,0,0,0,29,23,NA,NA,NA,NA,NA,NA,NA,NA
47,7,2012,3,12,1.0E-07,0,0,0,0,0,0,0,29,23,NA,NA,NA,NA,NA,NA,NA,NA
48,7,2012,3,12,1.0E-01,3,3,3,3,0,0,0,29,23,NA,NA,NA,NA,NA,NA,NA,NA
48,7,2012,3,12,1.0E-02,3,3,3,3,0,1,1,29,23,NA,NA,NA,NA,NA,NA,NA,NA
48,7,2012,3,12,1.0E-03,3,3,2,3,0,0,0,29,23,NA,NA,NA,NA,NA,NA,NA,NA
48,7,2012,3,12,1.0E-04,3,1,0,2,0,0,0,29,23,NA,NA,NA,NA,NA,NA,NA,NA
48,7,2012,3,12,1.0E-05,2,2,0,0,0,0,0,29,23,NA,NA,NA,NA,NA,NA,NA,NA
48,7,2012,3,12,1.0E-06,2,0,0,1,0,0,0,29,23,NA,NA,NA,NA,NA,NA,NA,NA
48,7,2012,3,12,1.0E-07,1,1,1,0,0,0,0,29,23,NA,NA,NA,NA,NA,NA,NA,NA
49,8,2012,1,13,1.0E-01,3,3,NA,3,1,2,2,29,14,NA,NA,NA,NA,NA,NA,NA,NA
49,8,2012,1,13,1.0E-02,3,3,NA,3,0,2,2,29,14,NA,NA,NA,NA,NA,NA,NA,NA
49,8,2012,1,13,1.0E-03,3,3,NA,3,0,1,1,29,14,NA,NA,NA,NA,NA,NA,NA,NA
49,8,2012,1,13,1.0E-04,3,3,NA,3,0,0,0,29,14,NA,NA,NA,NA,NA,NA,NA,NA
49,8,2012,1,13,1.0E-05,2,0,NA,0,0,0,0,29,14,NA,NA,NA,NA,NA,NA,NA,NA
49,8,2012,1,13,1.0E-06,0,0,NA,0,0,0,0,29,14,NA,NA,NA,NA,NA,NA,NA,NA
49,8,2012,1,13,1.0E-07,0,0,NA,0,0,0,0,29,14,NA,NA,NA,NA,NA,NA,NA,NA
50,8,2012,1,13,1.0E-01,3,3,NA,3,1,0,1,29,14,NA,NA,NA,NA,NA,NA,NA,NA
50,8,2012,1,13,1.0E-02,3,3,NA,3,0,1,1,29,14,NA,NA,NA,NA,NA,NA,NA,NA
50,8,2012,1,13,1.0E-03,3,3,NA,3,0,0,0,29,14,NA,NA,NA,NA,NA,NA,NA,NA
50,8,2012,1,13,1.0E-04,3,3,NA,3,0,0,0,29,14,NA,NA,NA,NA,NA,NA,NA,NA
50,8,2012,1,13,1.0E-05,3,2,NA,0,0,0,0,29,14,NA,NA,NA,NA,NA,NA,NA,NA
50,8,2012,1,13,1.0E-06,0,0,NA,0,0,0,0,29,14,NA,NA,NA,NA,NA,NA,NA,NA
50,8,2012,1,13,1.0E-07,0,0,NA,0,0,0,0,29,14,NA,NA,NA,NA,NA,NA,NA,NA
51,8,2012,1,13,1.0E-01,3,3,NA,3,3,1,3,29,14,NA,NA,NA,NA,NA,NA,NA,NA
51,8,2012,1,13,1.0E-02,3,3,NA,3,2,2,2,29,14,NA,NA,NA,NA,NA,NA,NA,NA
51,8,2012,1,13,1.0E-03,3,3,NA,3,0,0,0,29,14,NA,NA,NA,NA,NA,NA,NA,NA
51,8,2012,1,13,1.0E-04,3,3,NA,3,0,0,0,29,14,NA,NA,NA,NA,NA,NA,NA,NA
51,8,2012,1,13,1.0E-05,3,2,NA,2,1,0,1,29,14,NA,NA,NA,NA,NA,NA,NA,NA
51,8,2012,1,13,1.0E-06,0,0,NA,0,0,0,0,29,14,NA,NA,NA,NA,NA,NA,NA,NA
51,8,2012,1,13,1.0E-07,0,0,NA,0,0,0,0,29,14,NA,NA,NA,NA,NA,NA,NA,NA
52,8,2012,1,13,1.0E-01,3,3,NA,3,1,1,1,29,14,NA,NA,NA,NA,NA,NA,NA,NA
52,8,2012,1,13,1.0E-02,3,3,NA,3,0,0,0,29,14,NA,NA,NA,NA,NA,NA,NA,NA
52,8,2012,1,13,1.0E-03,3,3,NA,3,0,0,0,29,14,NA,NA,NA,NA,NA,NA,NA,NA
52,8,2012,1,13,1.0E-04,3,3,NA,3,0,0,0,29,14,NA,NA,NA,NA,NA,NA,NA,NA
52,8,2012,1,13,1.0E-05,3,3,NA,3,0,0,0,29,14,NA,NA,NA,NA,NA,NA,NA,NA
52,8,2012,1,13,1.0E-06,3,2,NA,3,0,0,0,29,14,NA,NA,NA,NA,NA,NA,NA,NA
52,8,2012,1,13,1.0E-07,3,3,NA,3,0,0,0,29,14,NA,NA,NA,NA,NA,NA,NA,NA
53,8,2012,2,14,1.0E-01,3,3,NA,3,0,0,0,29,24,NA,NA,NA,NA,NA,NA,NA,NA
53,8,2012,2,14,1.0E-02,3,3,NA,3,0,0,0,29,24,NA,NA,NA,NA,NA,NA,NA,NA
53,8,2012,2,14,1.0E-03,3,3,NA,3,0,0,0,29,24,NA,NA,NA,NA,NA,NA,NA,NA
53,8,2012,2,14,1.0E-04,3,0,NA,1,0,0,0,29,24,NA,NA,NA,NA,NA,NA,NA,NA
53,8,2012,2,14,1.0E-05,1,0,NA,0,0,0,0,29,24,NA,NA,NA,NA,NA,NA,NA,NA
53,8,2012,2,14,1.0E-06,1,0,NA,0,0,0,0,29,24,NA,NA,NA,NA,NA,NA,NA,NA
53,8,2012,2,14,1.0E-07,0,0,NA,0,0,0,0,29,24,NA,NA,NA,NA,NA,NA,NA,NA
54,8,2012,2,14,1.0E-01,3,3,NA,3,0,0,0,29,24,NA,NA,NA,NA,NA,NA,NA,NA
54,8,2012,2,14,1.0E-02,3,3,NA,3,0,0,0,29,24,NA,NA,NA,NA,NA,NA,NA,NA
54,8,2012,2,14,1.0E-03,3,0,NA,1,0,0,0,29,24,NA,NA,NA,NA,NA,NA,NA,NA
54,8,2012,2,14,1.0E-04,1,0,NA,0,0,0,0,29,24,NA,NA,NA,NA,NA,NA,NA,NA
54,8,2012,2,14,1.0E-05,0,0,NA,0,0,0,0,29,24,NA,NA,NA,NA,NA,NA,NA,NA
54,8,2012,2,14,1.0E-06,0,0,NA,0,0,0,0,29,24,NA,NA,NA,NA,NA,NA,NA,NA
54,8,2012,2,14,1.0E-07,0,0,NA,0,0,0,0,29,24,NA,NA,NA,NA,NA,NA,NA,NA
55,8,2012,2,14,1.0E-01,3,3,NA,3,1,0,1,29,24,NA,NA,NA,NA,NA,NA,NA,NA
55,8,2012,2,14,1.0E-02,3,3,NA,3,0,0,0,29,24,NA,NA,NA,NA,NA,NA,NA,NA
55,8,2012,2,14,1.0E-03,3,1,NA,1,0,0,0,29,24,NA,NA,NA,NA,NA,NA,NA,NA
55,8,2012,2,14,1.0E-04,0,0,NA,0,0,0,0,29,24,NA,NA,NA,NA,NA,NA,NA,NA
55,8,2012,2,14,1.0E-05,0,0,NA,0,0,0,0,29,24,NA,NA,NA,NA,NA,NA,NA,NA
55,8,2012,2,14,1.0E-06,0,0,NA,0,0,0,0,29,24,NA,NA,NA,NA,NA,NA,NA,NA
55,8,2012,2,14,1.0E-07,0,0,NA,0,0,0,0,29,24,NA,NA,NA,NA,NA,NA,NA,NA
56,8,2012,2,14,1.0E-01,3,3,NA,3,0,0,0,29,24,NA,NA,NA,NA,NA,NA,NA,NA
56,8,2012,2,14,1.0E-02,3,3,NA,3,0,0,0,29,24,NA,NA,NA,NA,NA,NA,NA,NA
56,8,2012,2,14,1.0E-03,3,2,NA,0,0,0,0,29,24,NA,NA,NA,NA,NA,NA,NA,NA
56,8,2012,2,14,1.0E-04,1,0,NA,0,0,0,0,29,24,NA,NA,NA,NA,NA,NA,NA,NA
56,8,2012,2,14,1.0E-05,0,0,NA,0,0,0,0,29,24,NA,NA,NA,NA,NA,NA,NA,NA
56,8,2012,2,14,1.0E-06,0,0,NA,0,0,0,0,29,24,NA,NA,NA,NA,NA,NA,NA,NA
56,8,2012,2,14,1.0E-07,0,0,NA,0,0,0,0,29,24,NA,NA,NA,NA,NA,NA,NA,NA
57,8,2012,3,15,1.0E-01,3,3,NA,3,0,0,0,28,20,NA,NA,NA,NA,NA,NA,NA,NA
57,8,2012,3,15,1.0E-02,3,3,NA,3,1,0,1,28,20,NA,NA,NA,NA,NA,NA,NA,NA
57,8,2012,3,15,1.0E-03,3,3,NA,1,0,0,0,28,20,NA,NA,NA,NA,NA,NA,NA,NA
57,8,2012,3,15,1.0E-04,3,1,NA,0,0,0,0,28,20,NA,NA,NA,NA,NA,NA,NA,NA
57,8,2012,3,15,1.0E-05,2,0,NA,0,0,0,0,28,20,NA,NA,NA,NA,NA,NA,NA,NA
57,8,2012,3,15,1.0E-06,0,0,NA,0,0,0,0,28,20,NA,NA,NA,NA,NA,NA,NA,NA
57,8,2012,3,15,1.0E-07,0,0,NA,0,0,0,0,28,20,NA,NA,NA,NA,NA,NA,NA,NA
58,8,2012,3,15,1.0E-01,3,3,NA,3,3,1,3,28,20,NA,NA,NA,NA,NA,NA,NA,NA
58,8,2012,3,15,1.0E-02,3,3,NA,3,1,1,1,28,20,NA,NA,NA,NA,NA,NA,NA,NA
58,8,2012,3,15,1.0E-03,3,0,NA,3,0,0,0,28,20,NA,NA,NA,NA,NA,NA,NA,NA
58,8,2012,3,15,1.0E-04,3,0,NA,1,0,0,0,28,20,NA,NA,NA,NA,NA,NA,NA,NA
58,8,2012,3,15,1.0E-05,1,0,NA,0,0,0,0,28,20,NA,NA,NA,NA,NA,NA,NA,NA
58,8,2012,3,15,1.0E-06,0,0,NA,0,0,0,0,28,20,NA,NA,NA,NA,NA,NA,NA,NA
58,8,2012,3,15,1.0E-07,0,0,NA,0,0,0,0,28,20,NA,NA,NA,NA,NA,NA,NA,NA
59,8,2012,3,15,1.0E-01,3,3,NA,3,0,0,0,28,20,NA,NA,NA,NA,NA,NA,NA,NA
59,8,2012,3,15,1.0E-02,3,3,NA,3,0,0,0,28,20,NA,NA,NA,NA,NA,NA,NA,NA
59,8,2012,3,15,1.0E-03,3,0,NA,1,0,0,0,28,20,NA,NA,NA,NA,NA,NA,NA,NA
59,8,2012,3,15,1.0E-04,3,0,NA,0,0,0,0,28,20,NA,NA,NA,NA,NA,NA,NA,NA
59,8,2012,3,15,1.0E-05,1,0,NA,0,0,0,0,28,20,NA,NA,NA,NA,NA,NA,NA,NA
59,8,2012,3,15,1.0E-06,1,0,NA,0,0,0,0,28,20,NA,NA,NA,NA,NA,NA,NA,NA
59,8,2012,3,15,1.0E-07,2,0,NA,0,0,0,0,28,20,NA,NA,NA,NA,NA,NA,NA,NA
60,8,2012,3,15,1.0E-01,3,3,NA,3,0,0,0,28,20,NA,NA,NA,NA,NA,NA,NA,NA
60,8,2012,3,15,1.0E-02,3,2,NA,3,0,0,0,28,20,NA,NA,NA,NA,NA,NA,NA,NA
