fid,month,year,site,water,mass,turb,vvha,pilf,tlh,tdh,trh,path,temp,sal,water.vvha,water.plif,water.tlh,water.path
42,4,2014,4,11,1.00E-02,2,0,0,0,0,0,0,14,34,NA,NA,NA,NA
42,4,2014,4,11,1.00E-03,0,0,0,0,0,0,0,14,34,NA,NA,NA,NA
42,4,2014,4,11,1.00E-04,0,0,0,0,0,0,0,14,34,NA,NA,NA,NA
42,4,2014,4,11,1.00E-05,0,0,0,0,0,0,0,14,34,NA,NA,NA,NA
42,4,2014,4,11,1.00E-06,0,0,0,0,0,0,0,14,34,NA,NA,NA,NA
43,5,2014,1,12,1.00E-01,3,0,0,0,0,0,0,18,8,NA,NA,NA,NA
43,5,2014,1,12,1.00E-02,3,0,0,0,0,0,0,18,8,NA,NA,NA,NA
43,5,2014,1,12,1.00E-03,3,0,0,0,0,0,0,18,8,NA,NA,NA,NA
43,5,2014,1,12,1.00E-04,2,0,0,0,0,0,0,18,8,NA,NA,NA,NA
43,5,2014,1,12,1.00E-05,0,0,0,0,0,0,0,18,8,NA,NA,NA,NA
43,5,2014,1,12,1.00E-06,0,0,0,0,0,0,0,18,8,NA,NA,NA,NA
44,5,2014,1,12,1.00E-01,3,0,0,0,0,0,0,18,8,NA,NA,NA,NA
44,5,2014,1,12,1.00E-02,3,0,0,0,0,0,0,18,8,NA,NA,NA,NA
44,5,2014,1,12,1.00E-03,3,1,0,1,0,0,0,18,8,NA,NA,NA,NA
44,5,2014,1,12,1.00E-04,1,0,0,1,0,0,0,18,8,NA,NA,NA,NA
44,5,2014,1,12,1.00E-05,0,0,0,0,0,0,0,18,8,NA,NA,NA,NA
44,5,2014,1,12,1.00E-06,0,0,0,0,0,0,0,18,8,NA,NA,NA,NA
45,5,2014,1,12,1.00E-01,3,2,0,0,0,0,0,18,8,NA,NA,NA,NA
45,5,2014,1,12,1.00E-02,3,0,0,0,0,0,0,18,8,NA,NA,NA,NA
45,5,2014,1,12,1.00E-03,3,0,0,0,0,0,0,18,8,NA,NA,NA,NA
45,5,2014,1,12,1.00E-04,3,0,0,0,0,0,0,18,8,NA,NA,NA,NA
45,5,2014,1,12,1.00E-05,0,0,0,0,0,0,0,18,8,NA,NA,NA,NA
45,5,2014,1,12,1.00E-06,0,0,0,0,0,0,0,18,8,NA,NA,NA,NA
46,5,2014,1,12,1.00E-01,3,0,0,0,0,0,0,18,8,NA,NA,NA,NA
46,5,2014,1,12,1.00E-02,3,0,0,0,0,0,0,18,8,NA,NA,NA,NA
46,5,2014,1,12,1.00E-03,3,0,0,0,0,0,0,18,8,NA,NA,NA,NA
46,5,2014,1,12,1.00E-04,0,0,0,0,0,0,0,18,8,NA,NA,NA,NA
46,5,2014,1,12,1.00E-05,0,0,0,0,0,0,0,18,8,NA,NA,NA,NA
46,5,2014,1,12,1.00E-06,0,0,0,0,0,0,0,18,8,NA,NA,NA,NA
47,5,2014,2,13,1.00E-01,3,0,0,1,1,0,1,16,13,NA,NA,NA,NA
47,5,2014,2,13,1.00E-02,3,0,0,0,0,0,0,16,13,NA,NA,NA,NA
47,5,2014,2,13,1.00E-03,3,0,0,1,0,0,0,16,13,NA,NA,NA,NA
47,5,2014,2,13,1.00E-04,1,0,0,0,0,0,0,16,13,NA,NA,NA,NA
47,5,2014,2,13,1.00E-05,0,0,0,0,0,0,0,16,13,NA,NA,NA,NA
47,5,2014,2,13,1.00E-06,0,0,0,0,0,0,0,16,13,NA,NA,NA,NA
48,5,2014,2,13,1.00E-01,3,0,0,1,0,0,0,16,13,NA,NA,NA,NA
48,5,2014,2,13,1.00E-02,3,0,0,0,0,0,0,16,13,NA,NA,NA,NA
48,5,2014,2,13,1.00E-03,2,0,0,0,0,0,0,16,13,NA,NA,NA,NA
48,5,2014,2,13,1.00E-04,1,0,0,0,0,0,0,16,13,NA,NA,NA,NA
48,5,2014,2,13,1.00E-05,0,0,0,0,0,0,0,16,13,NA,NA,NA,NA
48,5,2014,2,13,1.00E-06,0,0,0,0,0,0,0,16,13,NA,NA,NA,NA
49,5,2014,2,13,1.00E-01,3,0,0,0,0,0,0,16,13,NA,NA,NA,NA
49,5,2014,2,13,1.00E-02,3,0,0,0,0,0,0,16,13,NA,NA,NA,NA
49,5,2014,2,13,1.00E-03,3,0,0,0,0,0,0,16,13,NA,NA,NA,NA
49,5,2014,2,13,1.00E-04,0,0,0,0,0,0,0,16,13,NA,NA,NA,NA
49,5,2014,2,13,1.00E-05,0,0,0,0,0,0,0,16,13,NA,NA,NA,NA
49,5,2014,2,13,1.00E-06,0,0,0,0,0,0,0,16,13,NA,NA,NA,NA
50,5,2014,2,13,1.00E-01,3,0,0,0,0,0,0,16,13,NA,NA,NA,NA
50,5,2014,2,13,1.00E-02,3,0,0,0,0,0,0,16,13,NA,NA,NA,NA
50,5,2014,2,13,1.00E-03,3,0,0,1,0,0,0,16,13,NA,NA,NA,NA
50,5,2014,2,13,1.00E-04,0,0,0,0,0,0,0,16,13,NA,NA,NA,NA
50,5,2014,2,13,1.00E-05,0,0,0,0,0,0,0,16,13,NA,NA,NA,NA
50,5,2014,2,13,1.00E-06,0,0,0,0,0,0,0,16,13,NA,NA,NA,NA
51,5,2014,4,14,1.00E-01,3,0,0,1,0,0,0,16,34,NA,NA,NA,NA
51,5,2014,4,14,1.00E-02,3,0,0,0,0,0,0,16,34,NA,NA,NA,NA
51,5,2014,4,14,1.00E-03,0,0,0,0,0,0,0,16,34,NA,NA,NA,NA
51,5,2014,4,14,1.00E-04,0,0,0,0,0,0,0,16,34,NA,NA,NA,NA
51,5,2014,4,14,1.00E-05,0,0,0,0,0,0,0,16,34,NA,NA,NA,NA
51,5,2014,4,14,1.00E-06,0,0,0,0,0,0,0,16,34,NA,NA,NA,NA
52,5,2014,4,14,1.00E-01,3,0,0,0,0,0,0,16,34,NA,NA,NA,NA
52,5,2014,4,14,1.00E-02,1,0,0,0,0,0,0,16,34,NA,NA,NA,NA
52,5,2014,4,14,1.00E-03,0,0,0,0,0,0,0,16,34,NA,NA,NA,NA
52,5,2014,4,14,1.00E-04,0,0,0,0,0,0,0,16,34,NA,NA,NA,NA
52,5,2014,4,14,1.00E-05,0,0,0,0,0,0,0,16,34,NA,NA,NA,NA
52,5,2014,4,14,1.00E-06,0,0,0,0,0,0,0,16,34,NA,NA,NA,NA
53,5,2014,4,14,1.00E-01,3,0,0,0,0,0,0,16,34,NA,NA,NA,NA
53,5,2014,4,14,1.00E-02,3,0,0,0,0,0,0,16,34,NA,NA,NA,NA
53,5,2014,4,14,1.00E-03,0,0,0,0,0,0,0,16,34,NA,NA,NA,NA
53,5,2014,4,14,1.00E-04,0,0,0,0,0,0,0,16,34,NA,NA,NA,NA
53,5,2014,4,14,1.00E-05,0,0,0,0,0,0,0,16,34,NA,NA,NA,NA
53,5,2014,4,14,1.00E-06,0,0,0,0,0,0,0,16,34,NA,NA,NA,NA
54,5,2014,4,14,1.00E-01,3,0,0,0,0,0,0,16,34,NA,NA,NA,NA
54,5,2014,4,14,1.00E-02,1,0,0,0,0,0,0,16,34,NA,NA,NA,NA
54,5,2014,4,14,1.00E-03,0,0,0,0,0,0,0,16,34,NA,NA,NA,NA
54,5,2014,4,14,1.00E-04,0,0,0,0,0,0,0,16,34,NA,NA,NA,NA
54,5,2014,4,14,1.00E-05,0,0,0,0,0,0,0,16,34,NA,NA,NA,NA
54,5,2014,4,14,1.00E-06,0,0,0,0,0,0,0,16,34,NA,NA,NA,NA
55,5,2014,1,15,1.00E-01,3,3,3,0,0,0,0,21,7,NA,NA,NA,NA
55,5,2014,1,15,1.00E-02,3,3,2,0,0,0,0,21,7,NA,NA,NA,NA
55,5,2014,1,15,1.00E-03,3,1,0,0,0,0,0,21,7,NA,NA,NA,NA
55,5,2014,1,15,1.00E-04,3,0,0,0,0,0,0,21,7,NA,NA,NA,NA
55,5,2014,1,15,1.00E-05,0,0,0,0,0,0,0,21,7,NA,NA,NA,NA
55,5,2014,1,15,1.00E-06,0,0,0,0,0,0,0,21,7,NA,NA,NA,NA
56,5,2014,1,15,1.00E-01,3,3,3,2,0,0,0,21,7,NA,NA,NA,NA
56,5,2014,1,15,1.00E-02,3,3,3,2,0,0,0,21,7,NA,NA,NA,NA
56,5,2014,1,15,1.00E-03,3,3,2,0,0,0,0,21,7,NA,NA,NA,NA
56,5,2014,1,15,1.00E-04,3,2,0,0,0,0,0,21,7,NA,NA,NA,NA
56,5,2014,1,15,1.00E-05,0,0,0,0,0,0,0,21,7,NA,NA,NA,NA
56,5,2014,1,15,1.00E-06,0,0,0,0,0,0,0,21,7,NA,NA,NA,NA
57,5,2014,1,15,1.00E-01,3,3,3,0,0,0,0,21,7,NA,NA,NA,NA
57,5,2014,1,15,1.00E-02,3,3,1,0,0,0,0,21,7,NA,NA,NA,NA
57,5,2014,1,15,1.00E-03,3,2,0,0,0,0,0,21,7,NA,NA,NA,NA
57,5,2014,1,15,1.00E-04,3,0,0,0,0,0,0,21,7,NA,NA,NA,NA
57,5,2014,1,15,1.00E-05,1,1,0,0,0,0,0,21,7,NA,NA,NA,NA
57,5,2014,1,15,1.00E-06,0,0,0,0,0,0,0,21,7,NA,NA,NA,NA
58,5,2014,1,15,1.00E-01,3,3,3,1,0,0,0,21,7,NA,NA,NA,NA
58,5,2014,1,15,1.00E-02,3,3,3,0,0,0,0,21,7,NA,NA,NA,NA
58,5,2014,1,15,1.00E-03,3,2,0,0,0,0,0,21,7,NA,NA,NA,NA
58,5,2014,1,15,1.00E-04,3,1,0,0,0,0,0,21,7,NA,NA,NA,NA
58,5,2014,1,15,1.00E-05,0,0,0,0,0,0,0,21,7,NA,NA,NA,NA
58,5,2014,1,15,1.00E-06,0,0,0,0,0,0,0,21,7,NA,NA,NA,NA
59,5,2014,2,16,1.00E-01,3,3,3,3,3,2,3,21,17,NA,NA,NA,NA
59,5,2014,2,16,1.00E-02,3,3,2,3,0,0,0,21,17,NA,NA,NA,NA
59,5,2014,2,16,1.00E-03,3,2,0,1,0,0,0,21,17,NA,NA,NA,NA
59,5,2014,2,16,1.00E-04,1,1,0,2,0,0,0,21,17,NA,NA,NA,NA
59,5,2014,2,16,1.00E-05,0,0,0,0,0,0,0,21,17,NA,NA,NA,NA
59,5,2014,2,16,1.00E-06,0,0,0,0,0,0,0,21,17,NA,NA,NA,NA
60,5,2014,2,16,1.00E-01,3,3,3,3,3,3,3,21,17,NA,NA,NA,NA
60,5,2014,2,16,1.00E-02,3,3,0,3,1,0,1,21,17,NA,NA,NA,NA
60,5,2014,2,16,1.00E-03,3,2,0,2,0,0,0,21,17,NA,NA,NA,NA
60,5,2014,2,16,1.00E-04,2,0,0,1,0,0,0,21,17,NA,NA,NA,NA
60,5,2014,2,16,1.00E-05,0,0,0,0,0,0,0,21,17,NA,NA,NA,NA
60,5,2014,2,16,1.00E-06,0,0,0,0,0,0,0,21,17,NA,NA,NA,NA
61,5,2014,2,16,1.00E-01,3,3,3,3,3,3,3,21,17,NA,NA,NA,NA
61,5,2014,2,16,1.00E-02,3,3,3,3,2,2,2,21,17,NA,NA,NA,NA
61,5,2014,2,16,1.00E-03,3,3,1,3,0,0,0,21,17,NA,NA,NA,NA
61,5,2014,2,16,1.00E-04,3,1,0,0,0,0,0,21,17,NA,NA,NA,NA
61,5,2014,2,16,1.00E-05,1,0,0,0,0,0,0,21,17,NA,NA,NA,NA
61,5,2014,2,16,1.00E-06,0,0,0,0,0,0,0,21,17,NA,NA,NA,NA
62,5,2014,2,16,1.00E-01,3,3,3,3,2,3,3,21,17,NA,NA,NA,NA
62,5,2014,2,16,1.00E-02,3,3,1,3,0,1,1,21,17,NA,NA,NA,NA
62,5,2014,2,16,1.00E-03,3,2,0,2,0,0,0,21,17,NA,NA,NA,NA
62,5,2014,2,16,1.00E-04,0,0,0,0,0,0,0,21,17,NA,NA,NA,NA
62,5,2014,2,16,1.00E-05,0,0,0,0,0,0,0,21,17,NA,NA,NA,NA
62,5,2014,2,16,1.00E-06,0,0,0,0,0,0,0,21,17,NA,NA,NA,NA
63,5,2014,4,17,1.00E-01,3,0,0,2,1,0,1,19,32,NA,NA,NA,NA
63,5,2014,4,17,1.00E-02,3,0,0,1,0,0,0,19,32,NA,NA,NA,NA
63,5,2014,4,17,1.00E-03,1,0,0,1,0,0,0,19,32,NA,NA,NA,NA
63,5,2014,4,17,1.00E-04,0,0,0,0,0,0,0,19,32,NA,NA,NA,NA
63,5,2014,4,17,1.00E-05,0,0,0,0,0,0,0,19,32,NA,NA,NA,NA
63,5,2014,4,17,1.00E-06,0,0,0,0,0,0,0,19,32,NA,NA,NA,NA
64,5,2014,4,17,1.00E-01,3,0,0,3,0,0,0,19,32,NA,NA,NA,NA
64,5,2014,4,17,1.00E-02,3,0,0,0,0,0,0,19,32,NA,NA,NA,NA
64,5,2014,4,17,1.00E-03,2,0,0,0,0,0,0,19,32,NA,NA,NA,NA
64,5,2014,4,17,1.00E-04,0,0,0,0,0,0,0,19,32,NA,NA,NA,NA
64,5,2014,4,17,1.00E-05,0,0,0,0,0,0,0,19,32,NA,NA,NA,NA
64,5,2014,4,17,1.00E-06,0,0,0,0,0,0,0,19,32,NA,NA,NA,NA
65,5,2014,4,17,1.00E-01,3,1,0,3,0,0,0,19,32,NA,NA,NA,NA
65,5,2014,4,17,1.00E-02,3,0,0,3,0,0,0,19,32,NA,NA,NA,NA
65,5,2014,4,17,1.00E-03,3,0,0,0,0,0,0,19,32,NA,NA,NA,NA
65,5,2014,4,17,1.00E-04,0,0,0,0,0,0,0,19,32,NA,NA,NA,NA
65,5,2014,4,17,1.00E-05,0,0,0,0,0,0,0,19,32,NA,NA,NA,NA
65,5,2014,4,17,1.00E-06,0,0,0,0,0,0,0,19,32,NA,NA,NA,NA
66,5,2014,4,17,1.00E-01,3,0,0,3,1,0,1,19,32,NA,NA,NA,NA
66,5,2014,4,17,1.00E-02,3,0,0,3,1,0,1,19,32,NA,NA,NA,NA
66,5,2014,4,17,1.00E-03,3,0,0,0,0,0,0,19,32,NA,NA,NA,NA
66,5,2014,4,17,1.00E-04,0,0,0,0,0,0,0,19,32,NA,NA,NA,NA
66,5,2014,4,17,1.00E-05,0,0,0,0,0,0,0,19,32,NA,NA,NA,NA
66,5,2014,4,17,1.00E-06,0,0,0,0,0,0,0,19,32,NA,NA,NA,NA
67,6,2014,1,18,1.00E-01,3,3,3,1,0,0,0,22,7,NA,NA,NA,NA
67,6,2014,1,18,1.00E-02,3,3,3,1,0,0,0,22,7,NA,NA,NA,NA
67,6,2014,1,18,1.00E-03,3,3,3,0,0,0,0,22,7,NA,NA,NA,NA
67,6,2014,1,18,1.00E-04,3,3,3,0,0,0,0,22,7,NA,NA,NA,NA
67,6,2014,1,18,1.00E-05,3,2,0,0,0,0,0,22,7,NA,NA,NA,NA
67,6,2014,1,18,1.00E-06,1,0,0,0,0,0,0,22,7,NA,NA,NA,NA
68,6,2014,1,18,1.00E-01,3,3,3,2,0,0,0,22,7,NA,NA,NA,NA
68,6,2014,1,18,1.00E-02,3,3,3,2,0,0,0,22,7,NA,NA,NA,NA
68,6,2014,1,18,1.00E-03,3,3,3,1,0,0,0,22,7,NA,NA,NA,NA
68,6,2014,1,18,1.00E-04,3,3,3,0,0,0,0,22,7,NA,NA,NA,NA
68,6,2014,1,18,1.00E-05,3,2,0,0,0,0,0,22,7,NA,NA,NA,NA
68,6,2014,1,18,1.00E-06,1,3,0,0,0,0,0,22,7,NA,NA,NA,NA
69,6,2014,1,18,1.00E-01,3,3,3,1,0,0,0,22,7,NA,NA,NA,NA
69,6,2014,1,18,1.00E-02,3,3,3,0,0,0,0,22,7,NA,NA,NA,NA
69,6,2014,1,18,1.00E-03,3,3,3,0,0,0,0,22,7,NA,NA,NA,NA
69,6,2014,1,18,1.00E-04,3,3,3,0,0,0,0,22,7,NA,NA,NA,NA
69,6,2014,1,18,1.00E-05,3,2,1,0,0,0,0,22,7,NA,NA,NA,NA
69,6,2014,1,18,1.00E-06,1,1,0,0,0,0,0,22,7,NA,NA,NA,NA
70,6,2014,1,18,1.00E-01,3,3,3,1,0,0,0,22,7,NA,NA,NA,NA
70,6,2014,1,18,1.00E-02,3,3,3,0,0,0,0,22,7,NA,NA,NA,NA
70,6,2014,1,18,1.00E-03,3,3,3,0,0,0,0,22,7,NA,NA,NA,NA
70,6,2014,1,18,1.00E-04,3,3,2,1,0,0,0,22,7,NA,NA,NA,NA
70,6,2014,1,18,1.00E-05,2,1,0,0,0,0,0,22,7,NA,NA,NA,NA
70,6,2014,1,18,1.00E-06,0,0,0,0,0,0,0,22,7,NA,NA,NA,NA
71,6,2014,2,19,1.00E-01,3,3,3,3,3,3,3,26,16,NA,NA,NA,NA
71,6,2014,2,19,1.00E-02,3,3,3,3,2,3,3,26,16,NA,NA,NA,NA
71,6,2014,2,19,1.00E-03,3,3,3,3,0,0,0,26,16,NA,NA,NA,NA
71,6,2014,2,19,1.00E-04,3,3,1,1,0,0,0,26,16,NA,NA,NA,NA
71,6,2014,2,19,1.00E-05,3,0,0,0,0,0,0,26,16,NA,NA,NA,NA
71,6,2014,2,19,1.00E-06,2,1,0,0,0,0,0,26,16,NA,NA,NA,NA
72,6,2014,2,19,1.00E-01,3,3,3,3,3,3,3,26,16,NA,NA,NA,NA
72,6,2014,2,19,1.00E-02,3,3,3,3,2,2,2,26,16,NA,NA,NA,NA
72,6,2014,2,19,1.00E-03,3,3,2,3,0,0,0,26,16,NA,NA,NA,NA
72,6,2014,2,19,1.00E-04,3,0,0,0,0,0,0,26,16,NA,NA,NA,NA
72,6,2014,2,19,1.00E-05,3,0,0,0,0,0,0,26,16,NA,NA,NA,NA
72,6,2014,2,19,1.00E-06,2,0,0,0,0,0,0,26,16,NA,NA,NA,NA
73,6,2014,2,19,1.00E-01,3,3,3,3,3,3,3,26,16,NA,NA,NA,NA
73,6,2014,2,19,1.00E-02,3,3,3,3,2,3,3,26,16,NA,NA,NA,NA
73,6,2014,2,19,1.00E-03,3,3,3,3,1,1,1,26,16,NA,NA,NA,NA
73,6,2014,2,19,1.00E-04,3,2,0,1,0,0,0,26,16,NA,NA,NA,NA
73,6,2014,2,19,1.00E-05,2,1,1,0,0,0,0,26,16,NA,NA,NA,NA
73,6,2014,2,19,1.00E-06,1,1,0,2,0,0,0,26,16,NA,NA,NA,NA
74,6,2014,2,19,1.00E-01,3,3,3,3,3,3,3,26,16,NA,NA,NA,NA
74,6,2014,2,19,1.00E-02,3,3,3,3,1,2,2,26,16,NA,NA,NA,NA
74,6,2014,2,19,1.00E-03,3,3,2,3,0,1,1,26,16,NA,NA,NA,NA
74,6,2014,2,19,1.00E-04,3,2,0,1,0,0,0,26,16,NA,NA,NA,NA
74,6,2014,2,19,1.00E-05,3,0,0,1,0,0,0,26,16,NA,NA,NA,NA
74,6,2014,2,19,1.00E-06,0,0,0,0,0,0,0,26,16,NA,NA,NA,NA
75,6,2014,4,20,1.00E-01,3,2,0,3,0,0,0,24,30,NA,NA,NA,NA
75,6,2014,4,20,1.00E-02,3,0,0,3,0,0,0,24,30,NA,NA,NA,NA
75,6,2014,4,20,1.00E-03,3,1,0,2,0,0,0,24,30,NA,NA,NA,NA
75,6,2014,4,20,1.00E-04,0,0,0,0,0,0,0,24,30,NA,NA,NA,NA
75,6,2014,4,20,1.00E-05,0,0,0,0,0,0,0,24,30,NA,NA,NA,NA
75,6,2014,4,20,1.00E-06,0,0,0,0,0,0,0,24,30,NA,NA,NA,NA
76,6,2014,4,20,1.00E-01,3,0,0,3,0,0,0,24,30,NA,NA,NA,NA
76,6,2014,4,20,1.00E-02,3,0,0,1,0,0,0,24,30,NA,NA,NA,NA
76,6,2014,4,20,1.00E-03,2,0,0,0,0,0,0,24,30,NA,NA,NA,NA
76,6,2014,4,20,1.00E-04,0,0,0,0,0,0,0,24,30,NA,NA,NA,NA
76,6,2014,4,20,1.00E-05,0,0,0,0,0,0,0,24,30,NA,NA,NA,NA
76,6,2014,4,20,1.00E-06,0,0,0,0,0,0,0,24,30,NA,NA,NA,NA
77,6,2014,4,20,1.00E-01,3,2,0,3,0,0,0,24,30,NA,NA,NA,NA
77,6,2014,4,20,1.00E-02,3,0,0,1,0,0,0,24,30,NA,NA,NA,NA
77,6,2014,4,20,1.00E-03,1,0,0,0,0,0,0,24,30,NA,NA,NA,NA
77,6,2014,4,20,1.00E-04,0,0,0,0,0,0,0,24,30,NA,NA,NA,NA
77,6,2014,4,20,1.00E-05,0,0,0,0,0,0,0,24,30,NA,NA,NA,NA
77,6,2014,4,20,1.00E-06,0,0,0,0,0,0,0,24,30,NA,NA,NA,NA
78,6,2014,4,20,1.00E-01,3,1,0,3,0,0,0,24,30,NA,NA,NA,NA
78,6,2014,4,20,1.00E-02,3,1,0,2,0,0,0,24,30,NA,NA,NA,NA
78,6,2014,4,20,1.00E-03,0,0,0,0,0,0,0,24,30,NA,NA,NA,NA
78,6,2014,4,20,1.00E-04,0,0,0,0,0,0,0,24,30,NA,NA,NA,NA
78,6,2014,4,20,1.00E-05,0,0,0,0,0,0,0,24,30,NA,NA,NA,NA
78,6,2014,4,20,1.00E-06,0,0,0,0,0,0,0,24,30,NA,NA,NA,NA
79,6,2014,1,21,1.00E-01,3,3,3,3,1,0,1,27,10,NA,NA,NA,NA
79,6,2014,1,21,1.00E-02,3,3,3,3,1,0,1,27,10,NA,NA,NA,NA
79,6,2014,1,21,1.00E-03,3,3,3,2,0,0,0,27,10,NA,NA,NA,NA
79,6,2014,1,21,1.00E-04,3,3,1,1,0,0,0,27,10,NA,NA,NA,NA
79,6,2014,1,21,1.00E-05,2,2,1,2,1,0,1,27,10,NA,NA,NA,NA
79,6,2014,1,21,1.00E-06,0,0,0,0,0,0,0,27,10,NA,NA,NA,NA
80,6,2014,1,21,1.00E-01,3,3,3,3,0,0,0,27,10,NA,NA,NA,NA
80,6,2014,1,21,1.00E-02,3,3,3,2,0,0,0,27,10,NA,NA,NA,NA
80,6,2014,1,21,1.00E-03,3,3,2,2,0,0,0,27,10,NA,NA,NA,NA
80,6,2014,1,21,1.00E-04,3,3,1,1,0,0,0,27,10,NA,NA,NA,NA
80,6,2014,1,21,1.00E-05,0,0,0,0,0,0,0,27,10,NA,NA,NA,NA
80,6,2014,1,21,1.00E-06,0,0,0,0,0,0,0,27,10,NA,NA,NA,NA
81,6,2014,1,21,1.00E-01,3,3,3,2,0,0,0,27,10,NA,NA,NA,NA
81,6,2014,1,21,1.00E-02,3,3,3,3,1,0,1,27,10,NA,NA,NA,NA
81,6,2014,1,21,1.00E-03,3,3,2,0,0,0,0,27,10,NA,NA,NA,NA
81,6,2014,1,21,1.00E-04,3,3,1,1,0,0,0,27,10,NA,NA,NA,NA
81,6,2014,1,21,1.00E-05,1,3,1,2,0,0,0,27,10,NA,NA,NA,NA
81,6,2014,1,21,1.00E-06,0,0,0,0,0,0,0,27,10,NA,NA,NA,NA
82,6,2014,1,21,1.00E-01,3,3,3,3,0,0,0,27,10,NA,NA,NA,NA
82,6,2014,1,21,1.00E-02,3,3,3,1,0,0,0,27,10,NA,NA,NA,NA
82,6,2014,1,21,1.00E-03,3,3,3,0,0,0,0,27,10,NA,NA,NA,NA
82,6,2014,1,21,1.00E-04,3,3,0,2,0,0,0,27,10,NA,NA,NA,NA
82,6,2014,1,21,1.00E-05,1,1,0,1,0,0,0,27,10,NA,NA,NA,NA
82,6,2014,1,21,1.00E-06,0,0,0,0,0,0,0,27,10,NA,NA,NA,NA
83,6,2014,2,22,1.00E-01,3,3,3,3,3,2,3,28,20,NA,NA,NA,NA
83,6,2014,2,22,1.00E-02,3,3,3,3,1,2,2,28,20,NA,NA,NA,NA
83,6,2014,2,22,1.00E-03,3,3,0,3,0,0,0,28,20,NA,NA,NA,NA
83,6,2014,2,22,1.00E-04,3,1,1,2,0,0,0,28,20,NA,NA,NA,NA
83,6,2014,2,22,1.00E-05,1,1,0,1,0,0,0,28,20,NA,NA,NA,NA
83,6,2014,2,22,1.00E-06,1,1,0,0,0,0,0,28,20,NA,NA,NA,NA
84,6,2014,2,22,1.00E-01,3,3,3,3,3,3,3,28,20,NA,NA,NA,NA
84,6,2014,2,22,1.00E-02,3,3,3,3,2,1,2,28,20,NA,NA,NA,NA
84,6,2014,2,22,1.00E-03,3,3,3,3,1,1,1,28,20,NA,NA,NA,NA
84,6,2014,2,22,1.00E-04,3,1,1,1,0,0,0,28,20,NA,NA,NA,NA
84,6,2014,2,22,1.00E-05,3,0,0,1,0,0,0,28,20,NA,NA,NA,NA
84,6,2014,2,22,1.00E-06,1,0,0,2,2,0,2,28,20,NA,NA,NA,NA
85,6,2014,2,22,1.00E-01,3,3,3,3,3,3,3,28,20,NA,NA,NA,NA
85,6,2014,2,22,1.00E-02,3,3,3,3,1,1,1,28,20,NA,NA,NA,NA
85,6,2014,2,22,1.00E-03,3,3,2,3,0,0,0,28,20,NA,NA,NA,NA
85,6,2014,2,22,1.00E-04,3,1,0,2,0,0,0,28,20,NA,NA,NA,NA
85,6,2014,2,22,1.00E-05,2,1,0,2,0,0,0,28,20,NA,NA,NA,NA
85,6,2014,2,22,1.00E-06,0,0,0,0,0,0,0,28,20,NA,NA,NA,NA
86,6,2014,2,22,1.00E-01,3,3,3,3,3,2,3,28,20,NA,NA,NA,NA
86,6,2014,2,22,1.00E-02,3,3,3,3,1,0,1,28,20,NA,NA,NA,NA
86,6,2014,2,22,1.00E-03,3,2,2,3,0,0,0,28,20,NA,NA,NA,NA
86,6,2014,2,22,1.00E-04,3,3,0,2,0,0,0,28,20,NA,NA,NA,NA
86,6,2014,2,22,1.00E-05,3,1,0,0,0,0,0,28,20,NA,NA,NA,NA
86,6,2014,2,22,1.00E-06,0,0,0,0,0,0,0,28,20,NA,NA,NA,NA
87,6,2014,4,23,1.00E-01,3,0,0,3,0,0,0,27,34,NA,NA,NA,NA
87,6,2014,4,23,1.00E-02,3,0,0,3,0,0,0,27,34,NA,NA,NA,NA
87,6,2014,4,23,1.00E-03,3,2,0,2,0,0,0,27,34,NA,NA,NA,NA
87,6,2014,4,23,1.00E-04,3,1,0,0,0,0,0,27,34,NA,NA,NA,NA
87,6,2014,4,23,1.00E-05,0,0,0,0,0,0,0,27,34,NA,NA,NA,NA
87,6,2014,4,23,1.00E-06,0,0,0,0,0,0,0,27,34,NA,NA,NA,NA
88,6,2014,4,23,1.00E-01,3,1,0,3,2,0,2,27,34,NA,NA,NA,NA
88,6,2014,4,23,1.00E-02,3,0,0,3,0,0,0,27,34,NA,NA,NA,NA
88,6,2014,4,23,1.00E-03,3,0,0,2,0,0,0,27,34,NA,NA,NA,NA
88,6,2014,4,23,1.00E-04,2,0,0,1,0,0,0,27,34,NA,NA,NA,NA
88,6,2014,4,23,1.00E-05,1,0,0,0,0,0,0,27,34,NA,NA,NA,NA
88,6,2014,4,23,1.00E-06,0,0,0,0,0,0,0,27,34,NA,NA,NA,NA
89,6,2014,4,23,1.00E-01,3,0,0,3,0,0,0,27,34,NA,NA,NA,NA
89,6,2014,4,23,1.00E-02,3,0,0,3,1,0,1,27,34,NA,NA,NA,NA
89,6,2014,4,23,1.00E-03,3,0,0,2,1,0,1,27,34,NA,NA,NA,NA
89,6,2014,4,23,1.00E-04,3,0,0,2,1,0,1,27,34,NA,NA,NA,NA
89,6,2014,4,23,1.00E-05,1,0,0,0,0,0,0,27,34,NA,NA,NA,NA
89,6,2014,4,23,1.00E-06,0,0,0,0,0,0,0,27,34,NA,NA,NA,NA
90,6,2014,4,23,1.00E-01,3,0,0,3,1,0,1,27,34,NA,NA,NA,NA
90,6,2014,4,23,1.00E-02,3,0,0,3,1,0,1,27,34,NA,NA,NA,NA
90,6,2014,4,23,1.00E-03,3,0,0,3,1,0,1,27,34,NA,NA,NA,NA
